internal_family_label,model_display,scheme,k,seed,n_runs,delta_dominant_share_mean,delta_dominant_share_median,delta_dominant_share_n_negative,delta_dominant_share_n_positive,delta_dominant_share_sign_p,delta_topic_entropy_norm_mean,delta_topic_entropy_norm_median,delta_topic_entropy_norm_n_negative,delta_topic_entropy_norm_n_positive,delta_topic_entropy_norm_sign_p,delta_effective_topics_mean,delta_effective_topics_median,delta_effective_topics_n_negative,delta_effective_topics_n_positive,delta_effective_topics_sign_p,delta_topic_hhi_mean,delta_topic_hhi_median,delta_topic_hhi_n_negative,delta_topic_hhi_n_positive,delta_topic_hhi_sign_p,delta_topic_hhi_norm_mean,delta_topic_hhi_norm_median,delta_topic_hhi_norm_n_negative,delta_topic_hhi_norm_n_positive,delta_topic_hhi_norm_sign_p
obsession_prompting,Gemini Flash Lite,normalized_quartile,24,33,1,0.16666666666666669,0.16666666666666669,0,1,1.0,-0.37847264220375415,-0.37847264220375415,1,0,1.0,-4.658895372409902,-4.658895372409902,1,0,1.0,0.31207133058984915,0.31207133058984915,0,1,1.0,0.32563964931114686,0.32563964931114686,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,24,44,1,0.5925925925925926,0.5925925925925926,0,1,1.0,-0.49738544241944876,-0.49738544241944876,1,0,1.0,-3.858441514424176,-3.858441514424176,1,0,1.0,0.7270233196159122,0.7270233196159122,0,1,1.0,0.7586330291644301,0.7586330291644301,0,1,1.0
obsession_prompting,Gemini Flash Lite,normalized_quartile,24,55,1,0.20370370370370372,0.20370370370370372,0,1,1.0,-0.3967664426690975,-0.3967664426690975,1,0,1.0,-5.057509967261299,-5.057509967261299,1,0,1.0,0.32578875171467764,0.32578875171467764,0,1,1.0,0.3399534800500984,0.3399534800500984,0,1,1.0
single_model_final,GLM-5,fixed_15m,8,11,6,0.13569552685853256,0.09958685815463314,0,6,0.03125,-0.07289329102742757,-0.060334852395093286,4,2,0.6875,-0.31335160753770985,-0.31199063510310954,4,2,0.6875,0.12017329049117564,0.08932995546718309,1,5,0.21875,0.13734090341848645,0.10209137767678067,1,5,0.21875
single_model_final,GLM-5,fixed_15m,8,22,6,-0.03905629179086848,-0.05426868205463664,5,1,0.21875,0.047540888009997985,0.07341230735444297,2,4,0.6875,0.1644850716547063,0.2397261225132452,2,4,0.6875,-0.06463016374524665,-0.08930751937431403,5,1,0.21875,-0.0738630442802819,-0.10206573642778749,5,1,0.21875
single_model_final,GLM-5,fixed_15m,8,33,6,-0.026596244469565582,-0.025965637090956784,4,2,0.6875,0.0012343509404729492,0.0034719603086347806,3,3,1.0,0.024991514429742456,0.018962574552002898,3,3,1.0,-0.035155137966550475,-0.034007521088582404,3,3,1.0,-0.040177300533200545,-0.03886573838695134,3,3,1.0
single_model_final,GLM-5,fixed_15m,8,44,6,0.024899425076611897,0.025927383216385824,3,3,1.0,-0.01961213215853273,-0.019212067748369546,3,3,1.0,-0.07817486916323983,-0.06603657219297465,3,3,1.0,0.03233533171023417,0.030135982721984422,3,3,1.0,0.0369546648116962,0.0344411231108393,3,3,1.0
single_model_final,GLM-5,fixed_15m,8,55,6,-0.018322968117558274,-0.03436714264671625,4,2,0.6875,0.03394431185860048,0.04714763071311764,2,4,0.6875,0.11381143154278632,0.13089874828933634,2,4,0.6875,-0.03224015834708579,-0.059597861218226134,4,2,0.6875,-0.03684589525381236,-0.06811184139225845,4,2,0.6875
single_model_final,GLM-5,fixed_15m,12,11,6,0.017364144579688424,0.016468529084172484,3,3,1.0,-0.01164863761814669,-0.020114299984596934,4,2,0.6875,-0.08428473193837178,-0.11424050685681619,4,2,0.6875,0.009764853198217174,0.014794327393455375,3,3,1.0,0.010652567125327814,0.01613926624740586,3,3,1.0
single_model_final,GLM-5,fixed_15m,12,22,6,0.010305828469341147,0.015561019635774553,3,3,1.0,-0.017766296481656885,-0.010054467050781501,5,1,0.21875,-0.1105418279399863,-0.06826567114783821,5,1,0.21875,0.009362981631724693,0.01308399211349906,2,4,0.6875,0.010214161780063291,0.014273445941998947,2,4,0.6875
single_model_final,GLM-5,fixed_15m,12,33,6,-0.0616217263494487,-0.07701335592296854,5,1,0.21875,0.02974846412140515,0.025510159199995025,2,4,0.6875,0.17609730449863772,0.16189121383892413,2,4,0.6875,-0.06702328385262682,-0.06516143076274869,5,1,0.21875,-0.07311630965741107,-0.07108519719572579,5,1,0.21875
single_model_final,GLM-5,fixed_15m,12,44,6,-0.04205303702161433,-0.08888245460908059,4,2,0.6875,0.025450202304737508,0.05721523061207248,2,4,0.6875,0.19881784247784587,0.4308835594740825,2,4,0.6875,-0.04435181263353185,-0.0762557064471572,4,2,0.6875,-0.04838379560021655,-0.08318804339689875,4,2,0.6875
single_model_final,GLM-5,fixed_15m,12,55,6,-0.08845868507746218,-0.08294165995705854,5,1,0.21875,0.05970658818516072,0.056399252933056365,1,5,0.21875,0.31622573159956485,0.3178845235936705,1,5,0.21875,-0.11531669832648112,-0.10836237124588782,5,1,0.21875,-0.12580003453797936,-0.11821349590460489,5,1,0.21875
single_model_final,GLM-5,fixed_15m,16,11,6,-0.013326296605395157,-0.02630418008588295,3,3,1.0,0.021393567638195915,0.011194588410057604,3,3,1.0,0.20193646690961434,0.08201214894997322,3,3,1.0,-0.030097944759449196,-0.03962349174106386,3,3,1.0,-0.03210447441007913,-0.0422650578571348,3,3,1.0
single_model_final,GLM-5,fixed_15m,16,22,6,-0.056162738828769855,-0.11999264254091488,4,2,0.6875,0.030457481214565586,0.051350894094318866,2,4,0.6875,0.2763507271582843,0.4134863962272648,2,4,0.6875,-0.05507734040087514,-0.08000878761200159,4,2,0.6875,-0.05874916309426679,-0.08534270678613501,4,2,0.6875
single_model_final,GLM-5,fixed_15m,16,33,6,-0.03891976761858715,-0.08573703276447178,4,2,0.6875,0.043603771908195095,0.04889061303354944,2,4,0.6875,0.3147138744414382,0.4249650677900676,2,4,0.6875,-0.05575121748587672,-0.06242773363487261,4,2,0.6875,-0.05946796531826848,-0.0665895825438641,4,2,0.6875
single_model_final,GLM-5,fixed_15m,16,44,6,0.00703030101350217,0.025008387010198585,3,3,1.0,-0.02530202928489757,-0.02050329721008956,4,2,0.6875,-0.22646293537487075,-0.159698028456289,4,2,0.6875,0.013586106866463879,0.02074509905031935,3,3,1.0,0.014491847324228146,0.022128105653673985,3,3,1.0
single_model_final,GLM-5,fixed_15m,16,55,6,-0.018530078659617217,-0.0028291163334351888,3,3,1.0,0.018253350981092487,0.014905043340593671,3,3,1.0,0.18664390216039806,0.1540619584439089,3,3,1.0,-0.018927717429680396,-0.030028328086997708,4,2,0.6875,-0.02018956525832576,-0.0320302166261309,4,2,0.6875
single_model_final,GLM-5,fixed_15m,24,11,6,0.032191358636051215,0.0261417302774673,2,4,0.6875,-0.01732217404187621,-0.014683378374754974,3,3,1.0,-0.20497891517511113,-0.16718356033507265,3,3,1.0,0.013670552003335426,0.008876900431662033,2,4,0.6875,0.014264923829567414,0.009262852624342982,2,4,0.6875
single_model_final,GLM-5,fixed_15m,24,22,6,0.04557841242839165,0.028186609617869535,1,5,0.21875,-0.03697921103674549,-0.04545951820702021,5,1,0.21875,-0.4806245322707144,-0.6269568247265453,5,1,0.21875,0.03317431786065889,0.034672343131818356,2,4,0.6875,0.03461667950677446,0.0361798363114626,2,4,0.6875
single_model_final,GLM-5,fixed_15m,24,33,6,0.0278931076117494,0.012253043185461915,3,3,1.0,0.01067199906477321,0.01758958679271344,2,4,0.6875,0.13199069808801145,0.19740369778781175,2,4,0.6875,0.004690740001396497,-0.016797805077116645,4,2,0.6875,0.004894685218848509,-0.01752814442829563,4,2,0.6875
single_model_final,GLM-5,fixed_15m,24,44,6,-0.044387549930989416,-0.032874548223581046,4,2,0.6875,0.005495594746696327,0.0027038548726646683,3,3,1.0,0.06638692038567195,0.03140926630603458,3,3,1.0,-0.019709742144584205,-0.018254045504949773,4,2,0.6875,-0.020566687455218294,-0.019047699657338893,4,2,0.6875
single_model_final,GLM-5,fixed_15m,24,55,6,0.030712333042175605,0.04923406862745097,2,4,0.6875,-0.03888600512841071,-0.050510220975868436,4,2,0.6875,-0.43757296923199274,-0.6470315199866778,4,2,0.6875,0.03304431664172159,0.0383780103883089,2,4,0.6875,0.03448102606092688,0.040046619535626646,2,4,0.6875
single_model_final,GLM-5,normalized_quartile,8,11,6,0.1503453516145475,0.1135117129143493,0,6,0.03125,-0.08528295196598107,-0.08302086325007013,4,2,0.6875,-0.36325347909177474,-0.40704228561478106,4,2,0.6875,0.1356609794055316,0.1125046131327817,1,5,0.21875,0.15504111932060757,0.12857670072317906,1,5,0.21875
single_model_final,GLM-5,normalized_quartile,8,22,6,-0.047304116260077335,-0.06523782852472221,5,1,0.21875,0.06055715062489503,0.0874643578986968,2,4,0.6875,0.20553167666192393,0.2842931475035665,2,4,0.6875,-0.0783415183700963,-0.10723971912138436,5,1,0.21875,-0.08953316385153864,-0.12255967899586784,5,1,0.21875
single_model_final,GLM-5,normalized_quartile,8,33,6,-0.03119227383200668,-0.036138658089877596,5,1,0.21875,0.010928250106163195,0.029004988065653325,2,4,0.6875,0.061863379501861306,0.10654719259281142,2,4,0.6875,-0.043244404935859716,-0.05663858015856227,4,2,0.6875,-0.04942217706955396,-0.06472980589549976,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,8,44,6,0.02559013363506833,0.024249730838400763,3,3,1.0,-0.017677672168167898,-0.013581208616437815,3,3,1.0,-0.07879597597588135,-0.05150556005977247,3,3,1.0,0.03216428648458689,0.024630084986319467,3,3,1.0,0.036759184553813586,0.028148668555793677,3,3,1.0
single_model_final,GLM-5,normalized_quartile,8,55,6,-0.019896332574227144,-0.026051473292378946,4,2,0.6875,0.03792789116661122,0.05020354817959013,2,4,0.6875,0.12130134272135984,0.17731017025375362,2,4,0.6875,-0.035441011277704715,-0.04435672652283862,4,2,0.6875,-0.040504012888805396,-0.050693401740387056,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,12,11,6,-0.0015685397845485078,0.006535266458748051,3,3,1.0,0.0017408973141532687,-0.013295991974459409,4,2,0.6875,0.005037141448231604,-0.09683072229238654,4,2,0.6875,-0.0027206242601455766,0.011360509638898314,2,4,0.6875,-0.002967953738340625,0.012393283242434522,2,4,0.6875
single_model_final,GLM-5,normalized_quartile,12,22,6,-0.009324445019074997,0.0007625519843564299,2,4,0.6875,-0.010727129022778744,-0.007525727383508207,5,1,0.21875,-0.0684320400412181,-0.04749655258146834,5,1,0.21875,-0.0020534734503850163,0.010691220638343296,2,4,0.6875,-0.002240152854965464,0.011663149787283583,2,4,0.6875
single_model_final,GLM-5,normalized_quartile,12,33,6,-0.07372159983362968,-0.08949205072898458,5,1,0.21875,0.04219299941993691,0.04365029281750801,1,5,0.21875,0.2671226749704048,0.26055086153255114,1,5,0.21875,-0.0798378665993276,-0.09249114906899208,5,1,0.21875,-0.08709585447199371,-0.10089943534799131,5,1,0.21875
single_model_final,GLM-5,normalized_quartile,12,44,6,-0.052735767072284445,-0.11533935683486388,4,2,0.6875,0.03464929178633868,0.06065809979398834,2,4,0.6875,0.2569350499245569,0.4458125550543277,2,4,0.6875,-0.05337612884579504,-0.09264547519686073,4,2,0.6875,-0.05822850419541278,-0.10106779112384807,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,12,55,6,-0.10168594249545947,-0.11096956582437528,6,0,0.03125,0.07656614951522056,0.07440617164748647,0,6,0.03125,0.3950894970299011,0.4127517080428509,0,6,0.03125,-0.13463152487516858,-0.14230764585671202,6,0,0.03125,-0.1468707544092748,-0.15524470457095854,6,0,0.03125
single_model_final,GLM-5,normalized_quartile,16,11,6,-0.008001302669686627,-0.023651635720601277,3,3,1.0,0.03180850130532823,0.016419744928044017,3,3,1.0,0.27726339420315566,0.11581371823863651,3,3,1.0,-0.0347011689157215,-0.046580749179212844,3,3,1.0,-0.0370145801767696,-0.04968613245782702,3,3,1.0
single_model_final,GLM-5,normalized_quartile,16,22,6,-0.05856768790628786,-0.12909795595931667,4,2,0.6875,0.04049765471387672,0.054103833483352765,2,4,0.6875,0.35336514163132177,0.4498767090874676,2,4,0.6875,-0.06346054799760345,-0.09103648717301158,4,2,0.6875,-0.06769125119744367,-0.09710558631787902,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,16,33,6,-0.03891415752343016,-0.09171850827820016,4,2,0.6875,0.052131392217670026,0.05403993037357713,2,4,0.6875,0.37006276901508656,0.4555109966791997,2,4,0.6875,-0.060677477167268075,-0.0670542579853462,4,2,0.6875,-0.06472264231175262,-0.07152454185103593,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,16,44,6,0.009383132240426898,0.021324863883847522,3,3,1.0,-0.025270811624660817,-0.020101468196538935,3,3,1.0,-0.22630182835460796,-0.1505999192381826,3,3,1.0,0.014993589553679318,0.023053009166760202,3,3,1.0,0.015993162190591284,0.02458987644454423,3,3,1.0
single_model_final,GLM-5,normalized_quartile,16,55,6,-0.026965148772772746,-0.009158609902355702,3,3,1.0,0.023006914675335,0.02242244906191712,3,3,1.0,0.22759426143380734,0.19410214443542362,3,3,1.0,-0.02413389787078297,-0.029326843542000824,4,2,0.6875,-0.025742824395501827,-0.031281966444800885,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,24,11,6,0.027627165160077443,0.025570249178825527,2,4,0.6875,-0.011302608210789248,-0.015040554955328106,3,3,1.0,-0.13325188267562452,-0.16808207671973663,3,3,1.0,0.009268044313624721,0.010327989849124808,2,4,0.6875,0.009671002762043185,0.010777032886043272,2,4,0.6875
single_model_final,GLM-5,normalized_quartile,24,22,6,0.04158114536754515,0.04291856980627834,2,4,0.6875,-0.032733096411668605,-0.044011888283374906,5,1,0.21875,-0.4250748054018729,-0.6165263376159982,5,1,0.21875,0.029908882584847935,0.03572516030512053,2,4,0.6875,0.03120926878418913,0.037278428144473574,2,4,0.6875
single_model_final,GLM-5,normalized_quartile,24,33,6,0.02418126491244855,0.001921431157631437,3,3,1.0,0.021285860617225382,0.0313800717456775,2,4,0.6875,0.26543964851276486,0.3817802257666587,2,4,0.6875,-0.002075688580435516,-0.028202447731230734,4,2,0.6875,-0.00216593591001966,-0.029428641110849446,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,24,44,6,-0.04882021746188029,-0.029811149670068815,5,1,0.21875,0.01606692995719583,0.008596066971387234,2,4,0.6875,0.21741975038639852,0.1397518476884656,2,4,0.6875,-0.02530785893796192,-0.016664770981685922,4,2,0.6875,-0.02640820063091678,-0.017389326241759234,4,2,0.6875
single_model_final,GLM-5,normalized_quartile,24,55,6,0.033704327178247694,0.046858216970998984,2,4,0.6875,-0.03101672038793991,-0.029431238801188753,4,2,0.6875,-0.3461736172163701,-0.4025277105111025,4,2,0.6875,0.031164963277755697,0.02290250255687698,2,4,0.6875,0.032519961681136376,0.023898263537610764,2,4,0.6875
single_model_final,GPT-5,fixed_15m,8,11,18,0.042842224474106724,0.0160972858718455,8,10,0.8145294189453125,-0.10552786117363927,-0.0926190064677139,15,3,0.007537841796875,-0.8209234035730687,-0.6188594237413099,15,3,0.007537841796875,0.05084237292422374,0.050222496001145006,6,12,0.237884521484375,0.0581055690562557,0.05739713828702288,6,12,0.237884521484375
single_model_final,GPT-5,fixed_15m,8,22,18,0.08517130589103873,0.07444097908333908,3,15,0.007537841796875,-0.15642421337337653,-0.1778321192291828,17,1,0.00014495849609375,-0.9512760660228015,-1.1523793868704375,17,1,0.00014495849609375,0.11617164437214303,0.11326062022931715,2,16,0.001312255859375,0.13276759356816348,0.1294407088335053,2,16,0.001312255859375
single_model_final,GPT-5,fixed_15m,8,33,18,0.04910791877213208,0.04530758095748316,6,12,0.237884521484375,-0.13298079646701627,-0.1368117793942694,15,3,0.007537841796875,-0.6924672735965234,-0.6024662372047567,15,3,0.007537841796875,0.08327680721391767,0.07564269691676762,3,15,0.007537841796875,0.09517349395876307,0.08644879647630582,3,15,0.007537841796875
single_model_final,GPT-5,fixed_15m,8,44,18,0.09046905520380483,0.09186446495757775,5,13,0.09625244140625,-0.12056319770569829,-0.12207983855531965,16,2,0.001312255859375,-0.6978292957739382,-0.752189600976942,16,2,0.001312255859375,0.09401217685317736,0.07968424621632145,3,15,0.007537841796875,0.1074424878322027,0.09106770996151023,3,15,0.007537841796875
single_model_final,GPT-5,fixed_15m,8,55,18,0.09520734647505846,0.061058756746962595,2,16,0.001312255859375,-0.14082303096078974,-0.15311795188501684,16,2,0.001312255859375,-0.753053815949523,-0.9666777083911477,16,2,0.001312255859375,0.12339943713506453,0.11415285659191673,2,16,0.001312255859375,0.1410279281543595,0.13046040753361912,2,16,0.001312255859375
single_model_final,GPT-5,fixed_15m,12,11,18,0.020903930947447583,0.013640073780073536,8,10,0.8145294189453125,-0.08282835737205446,-0.06881193096838903,16,2,0.001312255859375,-0.6474905193910239,-0.5249550794742075,16,2,0.001312255859375,0.05195437019921346,0.034415129248631215,5,13,0.09625244140625,0.056677494762778294,0.03754377736214316,5,13,0.09625244140625
single_model_final,GPT-5,fixed_15m,12,22,18,0.03691466399060867,0.031499845747417876,5,13,0.09625244140625,-0.0839736682796322,-0.08186664795776502,15,3,0.007537841796875,-0.7371788669411986,-0.7277843784402159,15,3,0.007537841796875,0.05954100939520601,0.043204440512211534,4,14,0.0308837890625,0.06495382843113384,0.04713211692241259,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,12,33,18,0.02953582554664748,0.041678671775344706,4,14,0.0308837890625,-0.07565276942789088,-0.08881479713324936,15,3,0.007537841796875,-0.6926473599614213,-0.8918864880914386,15,3,0.007537841796875,0.041747525856490296,0.05914614366706075,4,14,0.0308837890625,0.04554275547980761,0.06452306581861172,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,12,44,18,0.037234441210621624,0.052764545134958624,4,14,0.0308837890625,-0.08533203304395581,-0.08459188174459206,15,3,0.007537841796875,-0.7634889092395076,-0.8165310037792184,15,3,0.007537841796875,0.05363116488910543,0.06022570408386188,4,14,0.0308837890625,0.05850672533356956,0.0657007680914857,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,12,55,18,0.048906063795005096,0.051242551858107666,5,13,0.09625244140625,-0.09469276245910976,-0.10247625503869079,16,2,0.001312255859375,-0.7631722914023235,-0.4845302349292494,16,2,0.001312255859375,0.056948514361946784,0.07353912534676249,4,14,0.0308837890625,0.06212565203121467,0.08022450037828634,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,16,11,18,0.05458298557355248,0.05858723007313915,3,15,0.007537841796875,-0.09956710772377986,-0.07965560854545214,16,2,0.001312255859375,-1.1320199674894185,-0.9232709868959095,16,2,0.001312255859375,0.06815197317185367,0.0691599827647039,2,16,0.001312255859375,0.07269543804997723,0.07377064828235085,2,16,0.001312255859375
single_model_final,GPT-5,fixed_15m,16,22,18,0.05674368785037884,0.07283358023906106,3,15,0.007537841796875,-0.09390501715667815,-0.10059532774464025,15,3,0.007537841796875,-1.0349465075712874,-1.2011105936370596,15,3,0.007537841796875,0.07411363164614954,0.07652279453579072,3,15,0.007537841796875,0.0790545404225595,0.08162431417151012,3,15,0.007537841796875
single_model_final,GPT-5,fixed_15m,16,33,18,-0.009104651146250729,-0.01520190525179857,9,9,1.0,-0.05910036089751915,-0.05235188009595865,15,3,0.007537841796875,-0.7478683270862112,-0.779990171886956,15,3,0.007537841796875,0.026058164809170625,0.03683519158221073,4,14,0.0308837890625,0.027795375796448665,0.039290871021024784,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,16,44,18,0.04956908850821539,0.04271774517781082,6,12,0.237884521484375,-0.09124560177595155,-0.08220321196111335,15,3,0.007537841796875,-1.0662788088009107,-0.9613396374156635,15,3,0.007537841796875,0.056933404027856356,0.060461611692039674,4,14,0.0308837890625,0.06072896429638012,0.06449238580484232,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,16,55,18,0.03621255464737447,0.03953197307581102,6,12,0.237884521484375,-0.07253019359229823,-0.059825807758157434,16,2,0.001312255859375,-0.9361088767302262,-0.8444076376705751,16,2,0.001312255859375,0.043784418117902076,0.05116844335798354,4,14,0.0308837890625,0.04670337932576221,0.05457967291518245,4,14,0.0308837890625
single_model_final,GPT-5,fixed_15m,24,11,18,-0.001202216049481391,-0.038220402405910514,10,8,0.8145294189453125,-0.05105352080458045,-0.049725458226534736,14,4,0.0308837890625,-1.0379393757819848,-0.964111280553337,14,4,0.0308837890625,0.019129356913194673,0.006052522491672929,7,11,0.480682373046875,0.01996106808333357,0.0063156756434848,7,11,0.480682373046875
single_model_final,GPT-5,fixed_15m,24,22,18,0.009574945386271527,0.019519776147106038,7,11,0.480682373046875,-0.05836847140186289,-0.06784055003783912,15,3,0.007537841796875,-1.028383563322762,-0.9759117940622617,15,3,0.007537841796875,0.025440913723777814,0.03565403690721314,6,12,0.237884521484375,0.026547040407420317,0.037204212424918046,6,12,0.237884521484375
single_model_final,GPT-5,fixed_15m,24,33,18,0.04120174194834135,0.04542911421601585,3,15,0.007537841796875,-0.08181399215504438,-0.0828492352987073,17,1,0.00014495849609375,-1.5157390264213513,-1.7229282920408795,17,1,0.00014495849609375,0.04613092685916788,0.042748738941277745,1,17,0.00014495849609375,0.0481366193313056,0.04460737976481152,1,17,0.00014495849609375
single_model_final,GPT-5,fixed_15m,24,44,18,0.03034995915687275,0.014667398046437907,7,11,0.480682373046875,-0.06465409108662354,-0.06681631160089652,16,2,0.001312255859375,-1.1636557581735743,-1.1968098379248098,16,2,0.001312255859375,0.039379473995010995,0.028439608164591776,5,13,0.09625244140625,0.04109162503827235,0.02967611286740013,5,13,0.09625244140625
single_model_final,GPT-5,fixed_15m,24,55,18,0.006438787320677443,0.03620548565824849,8,10,0.8145294189453125,-0.06756898993080632,-0.06828073478489116,17,1,0.00014495849609375,-1.2823907824032204,-1.0384501551372014,17,1,0.00014495849609375,0.025292943972134756,0.034182685128733445,6,12,0.237884521484375,0.02639263718831452,0.03566888882998273,6,12,0.237884521484375
single_model_final,GPT-5,normalized_quartile,8,11,18,0.050646401741970944,0.03920470668926626,5,12,0.143463134765625,-0.10251120285442804,-0.11370083469037837,17,1,0.00014495849609375,-0.8098316271006524,-0.5731405395172272,17,1,0.00014495849609375,0.05184237540011141,0.05064541904432808,5,13,0.09625244140625,0.05924842902869877,0.057880478907803526,5,13,0.09625244140625
single_model_final,GPT-5,normalized_quartile,8,22,18,0.08611230345111788,0.07363845460905447,2,16,0.001312255859375,-0.15478342836088055,-0.16027257934404496,17,1,0.00014495849609375,-0.9346047108150118,-1.0562730330138774,17,1,0.00014495849609375,0.11622268685771722,0.11311851562817005,2,16,0.001312255859375,0.1328259278373911,0.1292783035750515,2,16,0.001312255859375
single_model_final,GPT-5,normalized_quartile,8,33,18,0.04195884294741768,0.04080828688034205,7,11,0.480682373046875,-0.12076890066005598,-0.1160019720048858,15,3,0.007537841796875,-0.6459367608720856,-0.5339556128743019,15,3,0.007537841796875,0.07428739182716693,0.07248961383361835,4,14,0.0308837890625,0.08489987637390506,0.08284527295270672,4,14,0.0308837890625
single_model_final,GPT-5,normalized_quartile,8,44,18,0.08707947252546178,0.08754325310255118,5,13,0.09625244140625,-0.11268696443882036,-0.12166359855355915,16,2,0.001312255859375,-0.6683137139282281,-0.7041033080603611,16,2,0.001312255859375,0.08662188618002828,0.07878059712775431,3,15,0.007537841796875,0.09899644134860376,0.09003496814600495,3,15,0.007537841796875
single_model_final,GPT-5,normalized_quartile,8,55,18,0.08619433899368856,0.0647000007949978,4,14,0.0308837890625,-0.13141688488415,-0.1285242993176893,16,2,0.001312255859375,-0.7164514751574433,-0.7599393533501304,16,2,0.001312255859375,0.11189720164137168,0.09442572504329139,2,16,0.001312255859375,0.12788251616156762,0.10791511433519016,2,16,0.001312255859375
single_model_final,GPT-5,normalized_quartile,12,11,18,0.01591675676281329,0.0010180097680097255,9,9,1.0,-0.07121831802030004,-0.059988971525229084,15,3,0.007537841796875,-0.5739283432789737,-0.4612743858537067,15,3,0.007537841796875,0.04315814610357789,0.03419385072385284,7,11,0.480682373046875,0.04708161393117589,0.03730238260783943,7,11,0.480682373046875
single_model_final,GPT-5,normalized_quartile,12,22,18,0.04236373763719976,0.03593254209070085,4,14,0.0308837890625,-0.07921022809213835,-0.07481028651381424,15,3,0.007537841796875,-0.7182083896457631,-0.614075320401501,15,3,0.007537841796875,0.05728254388199697,0.047962073380949155,3,15,0.007537841796875,0.062490047871269404,0.05232226187012634,3,15,0.007537841796875
single_model_final,GPT-5,normalized_quartile,12,33,18,0.026525511629546913,0.039645164209182154,5,13,0.09625244140625,-0.07059800466185405,-0.08155106557635125,15,3,0.007537841796875,-0.6616300688111001,-0.6826017513978626,15,3,0.007537841796875,0.0391374404824856,0.05386118750782036,4,14,0.0308837890625,0.04269538961725704,0.05875765909944042,4,14,0.0308837890625
single_model_final,GPT-5,normalized_quartile,12,44,18,0.03949973124815208,0.057738615185124714,5,13,0.09625244140625,-0.0808705001578648,-0.08690604064810414,15,3,0.007537841796875,-0.736338587877564,-0.8074936048220066,15,3,0.007537841796875,0.04755502699751103,0.05904411400146445,4,14,0.0308837890625,0.051878211270012034,0.06441176072887031,4,14,0.0308837890625
single_model_final,GPT-5,normalized_quartile,12,55,18,0.03954534595546016,0.04120963929901095,6,12,0.237884521484375,-0.08893115337849417,-0.08238257728820403,16,2,0.001312255859375,-0.7316543742087117,-0.5023493793647781,16,2,0.001312255859375,0.04656988778747617,0.06018676398213421,6,12,0.237884521484375,0.050803513949974004,0.06565828798051002,6,12,0.237884521484375
single_model_final,GPT-5,normalized_quartile,16,11,18,0.055269332648035165,0.047488175133276966,3,15,0.007537841796875,-0.0974507353333031,-0.08764474006017792,16,2,0.001312255859375,-1.1172573597573272,-0.9522254484602792,16,2,0.001312255859375,0.06635824153974733,0.060921256816261316,2,16,0.001312255859375,0.07078212430906382,0.0649826739373454,2,16,0.001312255859375
single_model_final,GPT-5,normalized_quartile,16,22,18,0.05304109437569818,0.07533796586960129,3,15,0.007537841796875,-0.08648493916870409,-0.09910592219102271,16,2,0.001312255859375,-1.0170994808552163,-1.1543356829596578,16,2,0.001312255859375,0.06469498732023955,0.07514665070472575,2,16,0.001312255859375,0.0690079864749222,0.08015642741837414,2,16,0.001312255859375
single_model_final,GPT-5,normalized_quartile,16,33,18,-0.013224395128140288,-0.002022658327425514,9,9,1.0,-0.053886640915438266,-0.06366847766256781,15,3,0.007537841796875,-0.7041658735696722,-0.7767807738614114,15,3,0.007537841796875,0.022413059349361174,0.03003202422319129,6,12,0.237884521484375,0.023907263305985246,0.032034159171404036,6,12,0.237884521484375
single_model_final,GPT-5,normalized_quartile,16,44,18,0.04478998030672761,0.03851869531528607,5,13,0.09625244140625,-0.08746074898264328,-0.08707754098946704,16,2,0.001312255859375,-1.044301085479248,-1.0347468622369906,16,2,0.001312255859375,0.05024081756935652,0.053663346780858934,4,14,0.0308837890625,0.05359020540731363,0.057240903232916196,4,14,0.0308837890625
single_model_final,GPT-5,normalized_quartile,16,55,18,0.033860268446667424,0.03244355774346372,6,12,0.237884521484375,-0.06678917414749437,-0.058627522566631285,16,2,0.001312255859375,-0.8743160726155232,-0.7016445056569258,16,2,0.001312255859375,0.040022998081925616,0.04441802503540998,4,14,0.0308837890625,0.042691197954053996,0.04737922670443731,4,14,0.0308837890625
single_model_final,GPT-5,normalized_quartile,24,11,18,-0.005902804094499562,-0.006720125995060999,9,9,1.0,-0.047095973885362914,-0.047492140111579595,14,4,0.0308837890625,-0.9800964819062532,-1.1518742123731012,14,4,0.0308837890625,0.017222776016218445,0.015117267301250348,7,11,0.480682373046875,0.017971592364749687,0.015774539792609052,7,11,0.480682373046875
