bin_idx,bin_label,condition,display_family_label,internal_family_label,mean_pairwise_cosine,mean_pairwise_cosine_ci_high,mean_pairwise_cosine_ci_low,model_display,model_family,n_agents,n_available,n_reps,n_used,roster_name,run_id,run_uid,scale,scheme,semantic_radius,semantic_radius_ci_high,semantic_radius_ci_low,source_path,vendi_score,vendi_score_ci_high,vendi_score_ci_low
1,Q2,mag25,Base model as tool,base_model_as_tool,0.480592622756958,0.5121331542730332,0.45469205230474474,OLMo 3 32B Base,olmo-3-32b-base,10,52,50,28,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,normalized_quartile,0.2935853463411331,0.31140535473823544,0.27229572758078574,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,3.5939923041759516,3.7884793034673128,3.3561288093385
2,Q3,mag25,Base model as tool,base_model_as_tool,0.3462665820121765,0.37756517380475996,0.32639544978737833,OLMo 3 32B Base,olmo-3-32b-base,10,42,50,28,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,normalized_quartile,0.39215135693550107,0.4080097243189812,0.3677080325782299,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,4.799906237343871,5.001456097806582,4.489303477871676
3,Q4,mag25,Base model as tool,base_model_as_tool,0.5062692761421204,0.5062692761421204,0.5062692761421204,OLMo 3 32B Base,olmo-3-32b-base,10,28,1,28,OLMo 3 32B Base,bm-mag25-n10-run01-gemini-3.1-flash-lite-preview-20260408,1ea6f508435eb25b25efb24b58a175a5f1aa86cd,n10,normalized_quartile,0.2761888802051544,0.2761888802051544,0.2761888802051544,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/olmo-3-32b-base/mag25,3.465779727401977,3.465779727401977,3.465779727401977
0,0-15m,mag0,Base model as tool,base_model_as_tool,0.39916896879673003,0.43644694313406945,0.36218763068318366,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,93,50,29,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,fixed_15m,0.35220704138278963,0.38017656952142714,0.32481165826320646,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.4382906225031284,4.77620427684316,4.090902683115737
1,15-30m,mag0,Base model as tool,base_model_as_tool,0.4057604897022247,0.43574064821004865,0.3824211791157722,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,50,50,29,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,fixed_15m,0.34719729125499726,0.3646129868924618,0.32531741410493853,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.513536167204501,4.740140573821837,4.221694834907007
2,30-45m,mag0,Base model as tool,base_model_as_tool,0.4546948593854904,0.47209199219942094,0.43931304663419724,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,39,50,29,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,fixed_15m,0.31191824734210966,0.3227652870118618,0.2997889906167984,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.115317601768323,4.226300002711222,3.9832929718384125
3,45-60m,mag0,Base model as tool,base_model_as_tool,0.4435324966907501,0.4435324966907501,0.4435324966907501,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,29,1,29,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,fixed_15m,0.31976401805877686,0.31976401805877686,0.31976401805877686,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.161344480251676,4.161344480251676,4.161344480251676
0,Q1,mag0,Base model as tool,base_model_as_tool,0.4136375099420547,0.44422045573592184,0.3812163509428501,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,86,50,32,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,normalized_quartile,0.3428906202316284,0.3671110890805721,0.32059686705470086,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.426405584691986,4.710920441446751,4.177600768709327
1,Q2,mag0,Base model as tool,base_model_as_tool,0.39577860057353975,0.41479421257972715,0.378354449570179,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,56,50,32,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,normalized_quartile,0.3561041557788849,0.36930217146873473,0.3419103898108006,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.739751498719554,4.930178029940706,4.5444193194959155
2,Q3,mag0,Base model as tool,base_model_as_tool,0.46238385200500487,0.4784532405436039,0.4528640955686569,Qwen 3.5 35B A3B Base,qwen-3.5-35b-a3b-base,10,37,50,32,Qwen 3.5 35B A3B Base,bm-mag0-n10-run01-gemini-3.1-flash-lite-preview-20260403,2ec295c49e9fc76a684c9a5e7fba4475d07aa444,n10,normalized_quartile,0.307787789106369,0.3144621789455414,0.29661586284637453,exports/huggingface/Ayushnangia/moltbook-curated-20260505/2026-05-05/base-model/qwen-3.5-35b-a3b-base/mag0,4.15939713202951,4.24663946164097,4.0111191758727065
